missing_index,command,return_code,timed_out,mlir_count,updated_csv_rows,mlir_filenames,stderr_tail
59,"aten::mm '[[2048, 150000], [150000, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_bbfbc8adf20ce8e19fa97599fd7682a4272e51db_150000x2048xbfloat16_150000x8192xbfloat16.mlir,
60,"aten::bmm '[[672, 25000, 3], [672, 3, 3]]' '['""'""'float'""'""', '""'""'float'""'""']' '[[75000, 1, 25000], [9, 1, 3]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_bmm_06f58890318b4523f79108fc7f7c985a7e5b7a3e_672x3x25000xfloat64_672x3x3xfloat64.mlir,
61,"aten::addmm '[[8192], [150000, 2048], [2048, 8192], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2048, 1], [1, 2048], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_f0625543a6ef05000c9accff519357ceaf6dca0f_8192xbfloat16_150000x2048xbfloat16_8192x2048xbfloat16.mlir,
62,"aten::addmm '[[2048], [150000, 8192], [8192, 2048], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [8192, 1], [1, 8192], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_349cf4bcfc1c79fb1f14af71680b279b1a9b7c16_2048xbfloat16_150000x8192xbfloat16_2048x8192xbfloat16.mlir,
63,"aten::mm '[[16800000, 134], [134, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[134, 1], [1, 134]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_bc2cc21d2af8986bb1c768b598d9808b3e237d21_16800000x134xbfloat16_128x134xbfloat16.mlir,
64,"aten::mm '[[2268, 150000], [150000, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2268], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_6426b016c9f73d4b4ac77fe3f57204a6cb11a536_150000x2268xbfloat16_150000x4096xbfloat16.mlir,
65,"aten::bmm '[[672, 3, 3], [672, 3, 25000]]' '['""'""'float'""'""', '""'""'float'""'""']' '[[16, 1, 4], [75000, 25000, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,0,0,,
66,"aten::mm '[[4096, 150000], [150000, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_aed81e5394628775902ed8a4d6ad3ecb7cf7315f_150000x4096xbfloat16_150000x2048xbfloat16.mlir,
67,"aten::mm '[[1134, 150000], [150000, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1134], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",-6,0,1,1,fused_op_mm_ffffa33ab21ac50411e1039bf2b4af1d1c48a39e_150000x1134xbfloat16_150000x2048xbfloat16.mlir,terminate called without an active exception 
68,"aten::addmm '[[2268], [150000, 4096], [4096, 2268], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [4096, 1], [1, 4096], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_650376670eca97b03ec2126fdbb308b68b6d63ba_2268xbfloat16_150000x4096xbfloat16_2268x4096xbfloat16.mlir,
69,"aten::addmm '[[4096], [150000, 2048], [2048, 4096], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2048, 1], [1, 2048], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_d62c32e8006b92eea0ce799caaa1301713177ec8_4096xbfloat16_150000x2048xbfloat16_4096x2048xbfloat16.mlir,
70,"aten::mm '[[2048, 150000], [150000, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'",-6,0,1,1,fused_op_mm_1846216c3f2564f25eed76f9a1eddf979add43d9_150000x2048xbfloat16_150000x1024xbfloat16.mlir,terminate called without an active exception 
71,"aten::addmm '[[128], [2119936, 128], [128, 128], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_1d1a7f39b5f9dcbf5a94fbed4cb6b90371df8e28_128xbfloat16_2119936x128xbfloat16_128x128xbfloat16.mlir,
72,"aten::addmm '[[1134], [150000, 2048], [2048, 1134], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2048, 1], [1, 2048], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_f62a897d431b42072daeb103b2b16ee04d458655_1134xbfloat16_150000x2048xbfloat16_1134x2048xbfloat16.mlir,
73,"aten::mm '[[128, 32768], [32768, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_fce7b997ed9bb7b7045c9a00f1a7570d50e252d2_32768x128xbfloat16_32768x128xbfloat16.mlir,
74,"aten::mm '[[4096, 150000], [150000, 105]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [105, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_d8231dc046118d9487004a0d326c1b0b27d7f293_150000x4096xbfloat16_150000x105xbfloat16.mlir,
75,"aten::addmm '[[4096], [150000, 105], [105, 4096], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [105, 1], [1, 105], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_da72b0b7f66978de8cb5b5125aed54bff827ad2c_4096xbfloat16_150000x105xbfloat16_4096x105xbfloat16.mlir,
76,"aten::addmm '[[2048], [150000, 1024], [1024, 2048], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [1024, 1], [1, 1024], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_01aac1e8e536a04e1359a547873042a1d4715f29_2048xbfloat16_150000x1024xbfloat16_2048x1024xbfloat16.mlir,
77,"aten::mm '[[128, 32768], [32768, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_49deeba0f1d3bef1638ce323f37108d3cc71e115_32768x128xbfloat16_32768x512xbfloat16.mlir,
78,"aten::mm '[[512, 32768], [32768, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [128, 1]]' '['""'""''""'""', '""'""''""'""']'",-6,0,1,1,fused_op_mm_baddcb06bbf44da835a11de349cfc1a2e6030a64_32768x512xbfloat16_32768x128xbfloat16.mlir,terminate called without an active exception 
79,"aten::mm '[[128, 18928], [18928, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_1dd0998cdc15aecc238fde11f5e54fe05fa60de7_18928x128xbfloat16_18928x128xbfloat16.mlir,
80,"aten::mm '[[1024, 150000], [150000, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [128, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_32d852a128ee2bbc5997605219d7769ca01db2f8_150000x1024xbfloat16_150000x128xbfloat16.mlir,
81,"aten::addmm '[[512], [32768, 128], [128, 512], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_e03cb945dc6d015f47360c19ac08e007f407ecea_512xbfloat16_32768x128xbfloat16_512x128xbfloat16.mlir,
82,"aten::addmm '[[1024], [150000, 128], [128, 1024], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_09b2fc22ee0fff786662a546cfc1d213f1b710fa_1024xbfloat16_150000x128xbfloat16_1024x128xbfloat16.mlir,
83,"aten::addmm '[[128], [32768, 128], [128, 128], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_f9a2c2d10ef18c0247f40de8034b5d032491cb36_128xbfloat16_32768x128xbfloat16_128x128xbfloat16.mlir,
84,"aten::addmm '[[128], [32768, 512], [512, 128], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [512, 1], [1, 512], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_6f4e0ef8c9f4e1409baf5934af9c1ec1bc8f3920_128xbfloat16_32768x512xbfloat16_128x512xbfloat16.mlir,
85,"aten::mm '[[128, 18928], [18928, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_b033db3f86bca7f4db6e24958d67926f2a8b39c6_18928x128xbfloat16_18928x512xbfloat16.mlir,
86,"aten::mm '[[512, 18928], [18928, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [128, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_2f26b73f3ad40ea5e67fb931689f89f8cc2eaf7e_18928x512xbfloat16_18928x128xbfloat16.mlir,
87,"aten::addmm '[[128], [18928, 128], [128, 128], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_ed12239c1dbbc9e05a2a75db3a156b3e5043e82d_128xbfloat16_18928x128xbfloat16_128x128xbfloat16.mlir,
88,"aten::addmm '[[512], [18928, 128], [128, 512], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [128, 1], [1, 128], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_b27d9c0e423a8ca54741b35128a4f51fc8e8b9ef_512xbfloat16_18928x128xbfloat16_512x128xbfloat16.mlir,
89,"aten::addmm '[[128], [18928, 512], [512, 128], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [512, 1], [1, 512], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_f1a2658e00aec6ee8c6e680ab2a12ecbb334581e_128xbfloat16_18928x512xbfloat16_128x512xbfloat16.mlir,
90,"aten::mm '[[3840, 4352], [4352, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_62d9672df34ac0204800d014f7068b7a63de65c4_4352x3840xbfloat16_4352x3840xbfloat16.mlir,
91,"aten::addmm '[[3840], [4352, 3840], [3840, 3840], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_064d86319d7d574ff9e5bd3eb014c3482c57d106_3840xbfloat16_4352x3840xbfloat16_3840x3840xbfloat16.mlir,
92,"aten::mm '[[3840, 21760], [21760, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_f429b129b0ad27c97f28d6ec71d9288d16d0f09c_21760x3840xbfloat16_21760x3840xbfloat16.mlir,
93,"aten::addmm '[[3840], [256, 3840], [3840, 3840], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_f2cf8baddfd5b170c47747d720514b56d9c27b7e_3840xbfloat16_256x3840xbfloat16_3840x3840xbfloat16.mlir,
94,"aten::mm '[[3840, 256], [256, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_9fe04c7580db4acd63f23657518202a912bbf4c5_256x3840xbfloat16_256x3840xbfloat16.mlir,
95,"aten::mm '[[3840, 1280], [1280, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_40cd953a25b67adc0c22f59588aae8c259c968b8_1280x3840xbfloat16_1280x3840xbfloat16.mlir,
96,"aten::addmm '[[3840], [2304, 3840], [3840, 3840], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_8bf9de24ecc4e18bbac00f9db6d1fb92a3b85f1c_3840xbfloat16_2304x3840xbfloat16_3840x3840xbfloat16.mlir,
97,"aten::mm '[[3840, 2304], [2304, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_542ef0152e472ef8df3e58597cc28991817b0d5e_2304x3840xbfloat16_2304x3840xbfloat16.mlir,
98,"aten::addmm '[[3840], [1280, 3840], [3840, 3840], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [3840, 1], [1, 3840], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_86e98178fb92d76ed87f731e22d3d4db9e7681ee_3840xbfloat16_1280x3840xbfloat16_3840x3840xbfloat16.mlir,
99,"aten::mm '[[3840, 11520], [11520, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_1b6df0c6373cc8ab746da29f75f57a4678d848cc_11520x3840xbfloat16_11520x3840xbfloat16.mlir,
100,"aten::mm '[[3840, 16640], [16640, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_c5bea054f322db56b6bcc5e43978eb6a22930c13_16640x3840xbfloat16_16640x3840xbfloat16.mlir,
101,"aten::mm '[[3840, 6400], [6400, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_e1f9b1955e6906b667dd6a9a969ce8e74adb74c3_6400x3840xbfloat16_6400x3840xbfloat16.mlir,
102,"aten::mm '[[512, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_dc57a1540a374520949892aec9a9398e9a13d693_7680x512xbfloat16_7680x512xbfloat16.mlir,
103,"aten::mm '[[1280, 3840], [3840, 7680]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_3f6a6d693d48f21d83b0ea568ef8a9f07d08e25a_1280x3840xbfloat16_7680x3840xbfloat16.mlir,
104,"aten::mm '[[7680, 1280], [1280, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 7680], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_382c07ac79bbe3bfdc6d4f3d59dc18335a62687a_1280x7680xbfloat16_1280x3840xbfloat16.mlir,
105,"aten::addmm '[[512], [7680, 512], [512, 512], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [512, 1], [1, 512], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'",1,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_8eb21a7f895506f3ecba908e05d9c74cbeca735c_512xbfloat16_7680x512xbfloat16_512x512xbfloat16.mlir,
106,"aten::mm '[[2048, 7680], [7680, 1536]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [1536, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_3ef5ce63c661d3983cf6d1f83bc5190dee98beaf_7680x2048xbfloat16_7680x1536xbfloat16.mlir,
107,"aten::mm '[[512, 7680], [7680, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_15e36b83d09986106c6693745a79b25dbd7205cd_7680x512xbfloat16_7680x2048xbfloat16.mlir,
108,"aten::mm '[[1152, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1152], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_86c19d001470c7669b40698896ecfca4237898c6_1280x1152xbfloat16_1280x576xbfloat16.mlir,
109,"aten::mm '[[576, 10], [10, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_9ef7ebeb99390414c1633dff355675a371fca2b5_10x576xbfloat16_10x576xbfloat16.mlir,
110,"aten::mm '[[1280, 576], [576, 1152]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_e12aa3f743df2e06ea021bd0d416dc8ba1fe8bb3_1280x576xbfloat16_1152x576xbfloat16.mlir,
111,"aten::mm '[[576, 165], [165, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_57d29a7f5d11cf1ef36d450ee29dbfdb720ef5f0_165x576xbfloat16_165x576xbfloat16.mlir,
112,"aten::mm '[[2048, 1285], [1285, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_07097b90cd90f5d1d011973df14c968c195fc64e_1285x2048xbfloat16_1285x8192xbfloat16.mlir,
113,"aten::mm '[[7680, 1536], [1536, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1536, 1], [1, 1536]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_8c14954568a98526651c91763c85d744445c308b_7680x1536xbfloat16_2048x1536xbfloat16.mlir,
114,"aten::bmm '[[5, 192, 384], [5, 384, 384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[73728, 1, 192], [147456, 384, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_bmm_3d800a306f540b5ec44cd8d4c3b08890d8109e8f_5x384x192xbfloat16_5x384x384xbfloat16.mlir,
115,"aten::mm '[[8192, 1285], [1285, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 8192], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_b995c474be5da1a508cbba427a03f74c9a0b09e5_1285x8192xbfloat16_1285x2048xbfloat16.mlir,
116,"aten::mm '[[2048, 1285], [1285, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_efa472d25b7cd992fe302ba5834b9cdcbd2e5060_1285x2048xbfloat16_1285x3840xbfloat16.mlir,
117,"aten::mm '[[3840, 1285], [1285, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_1cf3cd72f4c1e969938577d0a4c7fd56f371d7ce_1285x3840xbfloat16_1285x2048xbfloat16.mlir,
118,"aten::mm '[[2048, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [512, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_f66f16332d469dc924691666292b7e820ec39ce7_7680x2048xbfloat16_7680x512xbfloat16.mlir,
119,"aten::mm '[[2304, 10], [10, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_2f5cb894d6607c5cc9bbc35f0dbd589e7efb881c_10x2304xbfloat16_10x576xbfloat16.mlir,
120,"aten::mm '[[576, 10], [10, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_31b5e111cb57b28f40970e73fa45d1ae613a2ac5_10x576xbfloat16_10x2304xbfloat16.mlir,
121,"aten::mm '[[512, 7680], [7680, 304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [304, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_d8b9c4b5523786075e6ca7be9c8b7244cf3b182e_7680x512xbfloat16_7680x304xbfloat16.mlir,
122,"aten::mm '[[576, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_a62f20b2cb76de9d6623b512af9cf05b2f8f3cb3_7680x576xbfloat16_7680x576xbfloat16.mlir,
123,"aten::mm '[[3840, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [576, 1]]' '['""'""''""'""', '""'""''""'""']'",1,0,1,1,fused_op_mm_d1246361c389f7b17c11575dbeccdaec6761f029_7680x3840xbfloat16_7680x576xbfloat16.mlir,
