index,return_code,subdir_count,mapped_count,subdirs,mapped_mlirs,command
45,0,1,1,fused_op_mm_706401d89e769174af3201d333a5f92cd02ebd07_528x576xbfloat16_576x576xbfloat16,fused_op_mm_706401d89e769174af3201d333a5f92cd02ebd07_528x576xbfloat16_576x576xbfloat16.mlir,"aten::mm '[[528, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
46,0,1,1,fused_op_mm_626935bd802e60bdf0770c7b73b3208c47f3ab13_24576x2048xbfloat16_24576x576xbfloat16,fused_op_mm_626935bd802e60bdf0770c7b73b3208c47f3ab13_24576x2048xbfloat16_24576x576xbfloat16.mlir,"aten::mm '[[2048, 24576], [24576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
47,0,1,1,fused_op_mm_b2ef39e2d2c218c4be92635703b9214032bd5d2e_24576x576xbfloat16_24576x2048xbfloat16,fused_op_mm_b2ef39e2d2c218c4be92635703b9214032bd5d2e_24576x576xbfloat16_24576x2048xbfloat16.mlir,"aten::mm '[[576, 24576], [24576, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
48,0,1,1,fused_op_mm_b097391c0044d405a93e0aba5648fe7736fcaff6_32x576xbfloat16_32x576xbfloat16,fused_op_mm_b097391c0044d405a93e0aba5648fe7736fcaff6_32x576xbfloat16_32x576xbfloat16.mlir,"aten::mm '[[576, 32], [32, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
49,0,1,1,fused_op_mm_418e59ad07657461628ff131a062ad76dde42884_24576x304xbfloat16_512x304xbfloat16,fused_op_mm_418e59ad07657461628ff131a062ad76dde42884_24576x304xbfloat16_512x304xbfloat16.mlir,"aten::mm '[[24576, 304], [304, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[304, 1], [1, 304]]' '['""'""''""'""', '""'""''""'""']'"
50,0,1,1,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_9d39ac4475c7ad105466cf8ad3b9aa67ee64f9bb_576xbfloat16_24576x2048xbfloat16_576x2048xbfloat16,fused_op_convert_el_convert_el_convert_el_mm_mul_mul_1_add_convert_el_9d39ac4475c7ad105466cf8ad3b9aa67ee64f9bb_576xbfloat16_24576x2048xbfloat16_576x2048xbfloat16.mlir,"aten::addmm '[[576], [24576, 2048], [2048, 576], [], []]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""', '""'""'Scalar'""'""', '""'""'Scalar'""'""']' '[[1], [2048, 1], [1, 2048], [], []]' '['""'""''""'""', '""'""''""'""', '""'""''""'""', '""'""'1'""'""', '""'""'1'""'""']'"
51,0,1,1,fused_op_mm_e80582d1fde6b01b16d2497a89841ab47bd15fba_24576x2048xbfloat16_2048x576xbfloat16,fused_op_mm_e80582d1fde6b01b16d2497a89841ab47bd15fba_24576x2048xbfloat16_2048x576xbfloat16.mlir,"aten::mm '[[24576, 2048], [2048, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
52,0,1,1,fused_op_mm_920ddc462c3e35485abd0b2864859dd40f992465_24576x1728xbfloat16_24576x576xbfloat16,fused_op_mm_920ddc462c3e35485abd0b2864859dd40f992465_24576x1728xbfloat16_24576x576xbfloat16.mlir,"aten::mm '[[1728, 24576], [24576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
53,0,1,1,fused_op_mm_6d60ae81c21e05e510e9072ff5b06a70a0e61459_32x2304xbfloat16_2304x576xbfloat16,fused_op_mm_6d60ae81c21e05e510e9072ff5b06a70a0e61459_32x2304xbfloat16_2304x576xbfloat16.mlir,"aten::mm '[[32, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
54,0,1,1,fused_op_mm_9ad46c3940c3ab4764c82dce42ae95607e5bf011_32x2304xbfloat16_576x2304xbfloat16,fused_op_mm_9ad46c3940c3ab4764c82dce42ae95607e5bf011_32x2304xbfloat16_576x2304xbfloat16.mlir,"aten::mm '[[32, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [1, 2304]]' '['""'""''""'""', '""'""''""'""']'"
