filename,M,N,K,batch,tuning_folder_path,proxy_shapes
fused_op_mm_3ddd151178a649d9cab8e1bbe5562fc5c9162198_150000x4096xbfloat16_4096x16384xbfloat16.mlir,150000,16384,4096,1,,"aten::mm '[[150000, 4096], [4096, 16384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[4096, 1], [16384, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3ef5ce63c661d3983cf6d1f83bc5190dee98beaf_7680x2048xbfloat16_7680x1536xbfloat16.mlir,2048,1536,7680,1,,"aten::mm '[[2048, 7680], [7680, 1536]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [1536, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3f6a6d693d48f21d83b0ea568ef8a9f07d08e25a_1280x3840xbfloat16_7680x3840xbfloat16.mlir,1280,7680,3840,1,,"aten::mm '[[1280, 3840], [3840, 7680]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_40cd953a25b67adc0c22f59588aae8c259c968b8_1280x3840xbfloat16_1280x3840xbfloat16.mlir,3840,3840,1280,1,,"aten::mm '[[3840, 1280], [1280, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_4987af4b30674002fb4ef98a53aa364461746f54_150000x3072xbfloat16_150000x1024xbfloat16.mlir,3072,1024,150000,1,,"aten::mm '[[3072, 150000], [150000, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3072], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_512bb641c803cb3732f90390091b7546a238b969_150000x4096xbfloat16_150000x16384xbfloat16.mlir,4096,16384,150000,1,,"aten::mm '[[4096, 150000], [150000, 16384]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [16384, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_542ef0152e472ef8df3e58597cc28991817b0d5e_2304x3840xbfloat16_2304x3840xbfloat16.mlir,3840,3840,2304,1,,"aten::mm '[[3840, 2304], [2304, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_58f1d9c26ca724e44f878c93263a859376b340df_1285x2048xbfloat16_2048x8192xbfloat16.mlir,1285,8192,2048,1,,"aten::mm '[[1285, 2048], [2048, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_58fe34c9f20671d4ef0cfcba8485c49a44401963_150000x2048xbfloat16_2048x1024xbfloat16.mlir,150000,1024,2048,1,,"aten::mm '[[150000, 2048], [2048, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_5902e7b3f2e5a4dfdc641807593e4ca6e591f540_4112x8192xbfloat16_8192x2048xbfloat16.mlir,4112,2048,8192,1,,"aten::mm '[[4112, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_5bdb4cc5f642456c6165bf566a3641b89153194f_150000x2048xbfloat16_2048x8192xbfloat16.mlir,150000,8192,2048,1,,"aten::mm '[[150000, 2048], [2048, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_61526b2842a4ce8bcb032dd1bdb8cfefcf663053_4112x2048xbfloat16_4112x8192xbfloat16.mlir,2048,8192,4112,1,,"aten::mm '[[2048, 4112], [4112, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6192a14a718f1ea914946d302b631204fa28cf9d_1285x3840xbfloat16_3840x2048xbfloat16.mlir,1285,2048,3840,1,,"aten::mm '[[1285, 3840], [3840, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_62770a3538976f6cce19e9904ff92b7a60e7488b_7680x2048xbfloat16_2048x1536xbfloat16.mlir,7680,1536,2048,1,,"aten::mm '[[7680, 2048], [2048, 1536]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1536, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_62d9672df34ac0204800d014f7068b7a63de65c4_4352x3840xbfloat16_4352x3840xbfloat16.mlir,3840,3840,4352,1,,"aten::mm '[[3840, 4352], [4352, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6426b016c9f73d4b4ac77fe3f57204a6cb11a536_150000x2268xbfloat16_150000x4096xbfloat16.mlir,2268,4096,150000,1,,"aten::mm '[[2268, 150000], [150000, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2268], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_663ddd6a283771c2759d4d196d270322eb46555a_4096x2048xbfloat16_2048x8192xbfloat16.mlir,4096,8192,2048,1,,"aten::mm '[[4096, 2048], [2048, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6c3244b7ab8b444a2c8d6561764827054787f5de_4112x2048xbfloat16_2048x8192xbfloat16.mlir,4112,8192,2048,1,,"aten::mm '[[4112, 2048], [2048, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_79d284b9b53c66d5daa286a3d25a4fb58fcf39fa_4112x2048xbfloat16_4112x2048xbfloat16.mlir,2048,2048,4112,1,,"aten::mm '[[2048, 4112], [4112, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_7fb15a929dc009f84f65e883e3d05935f010d193_4112x8192xbfloat16_2048x8192xbfloat16.mlir,4112,2048,8192,1,,"aten::mm '[[4112, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [1, 8192]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_802788ed6f6fa79a7b4bd8492e2f1e320bc5ba41_4096x8192xbfloat16_8192x2048xbfloat16.mlir,4096,2048,8192,1,,"aten::mm '[[4096, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_88fff1ad50da9b51077fb3eca5249b83de877795_4096x6144xbfloat16_4096x2048xbfloat16.mlir,6144,2048,4096,1,,"aten::mm '[[6144, 4096], [4096, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 6144], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_8c14954568a98526651c91763c85d744445c308b_7680x1536xbfloat16_2048x1536xbfloat16.mlir,7680,2048,1536,1,,"aten::mm '[[7680, 1536], [1536, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1536, 1], [1, 1536]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_8cd5a2303e5647d3bcdd07e6f06055f122a3ef7e_1280x7680xbfloat16_7680x3840xbfloat16.mlir,1280,3840,7680,1,,"aten::mm '[[1280, 7680], [7680, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[7680, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9474bfb9b05d11df926e982001879ff6f8416045_4096x2048xbfloat16_4096x8192xbfloat16.mlir,2048,8192,4096,1,,"aten::mm '[[2048, 4096], [4096, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_949e320e84d97bc0358d9385ee57c1259dc5d4cc_150000x1024xbfloat16_150000x4096xbfloat16.mlir,1024,4096,150000,1,,"aten::mm '[[1024, 150000], [150000, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_98c67622c6def4077f3f3f1cc6fc90612dd7f641_11520x3840xbfloat16_3840x3840xbfloat16.mlir,11520,3840,3840,1,,"aten::mm '[[11520, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9d1b3cbddb7f39ce805a92c15de00af81b7790ff_150000x4096xbfloat16_150000x1024xbfloat16.mlir,4096,1024,150000,1,,"aten::mm '[[4096, 150000], [150000, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9dc2ac579101338abb0995f5ad38d09ac003851f_150000x4096xbfloat16_4096x4096xbfloat16.mlir,150000,4096,4096,1,,"aten::mm '[[150000, 4096], [4096, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[4096, 1], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a40c704190bc523e09646546f37eb28b381c5bb0_16640x3840xbfloat16_3840x3840xbfloat16.mlir,16640,3840,3840,1,,"aten::mm '[[16640, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ab4d8152dba7dbdd3cc67c029d36f86b87c85f36_4096x6144xbfloat16_6144x2048xbfloat16.mlir,4096,2048,6144,1,,"aten::mm '[[4096, 6144], [6144, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[6144, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ae2a977847148757becb96c80bd61bd684d10f48_6400x3840xbfloat16_3840x3840xbfloat16.mlir,6400,3840,3840,1,,"aten::mm '[[6400, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_aed81e5394628775902ed8a4d6ad3ecb7cf7315f_150000x4096xbfloat16_150000x2048xbfloat16.mlir,4096,2048,150000,1,,"aten::mm '[[4096, 150000], [150000, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b2e2dbf4d801dba5db1934434c81eb3de7217016_1285x8192xbfloat16_8192x2048xbfloat16.mlir,1285,2048,8192,1,,"aten::mm '[[1285, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b563e01b779abe2125c1011159012e603a8d12a5_1285x2048xbfloat16_3840x2048xbfloat16.mlir,1285,3840,2048,1,,"aten::mm '[[1285, 2048], [2048, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b7918512a176ca52ddc6edd6361ab6aeb28de685_24576x1536xbfloat16_2048x1536xbfloat16.mlir,24576,2048,1536,1,,"aten::mm '[[24576, 1536], [1536, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1536, 1], [1, 1536]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_b995c474be5da1a508cbba427a03f74c9a0b09e5_1285x8192xbfloat16_1285x2048xbfloat16.mlir,8192,2048,1285,1,,"aten::mm '[[8192, 1285], [1285, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 8192], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ba9e77bf554cd416a07cb7fe3916071bc4cb6495_150000x1024xbfloat16_3072x1024xbfloat16.mlir,150000,3072,1024,1,,"aten::mm '[[150000, 1024], [1024, 3072]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1024, 1], [1, 1024]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_bbfbc8adf20ce8e19fa97599fd7682a4272e51db_150000x2048xbfloat16_150000x8192xbfloat16.mlir,2048,8192,150000,1,,"aten::mm '[[2048, 150000], [150000, 8192]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [8192, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c5bea054f322db56b6bcc5e43978eb6a22930c13_16640x3840xbfloat16_16640x3840xbfloat16.mlir,3840,3840,16640,1,,"aten::mm '[[3840, 16640], [16640, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_c60e7b2a3feb807ef63ae3571840cdadf1ba28b3_150000x8192xbfloat16_8192x2048xbfloat16.mlir,150000,2048,8192,1,,"aten::mm '[[150000, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ccc6043502d72e6e179ae1b1501d4eb8ffcb71bb_11520x3840xbfloat16_3840x3840xbfloat16.mlir,11520,3840,3840,1,,"aten::mm '[[11520, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_cff224ed3bab512cb47eb38e41fe36892872f463_150000x3072xbfloat16_3072x1024xbfloat16.mlir,150000,1024,3072,1,,"aten::mm '[[150000, 3072], [3072, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3072, 1], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d7cc32a92c581775fa6eb4401e83f24ec3a2f945_1285x8192xbfloat16_2048x8192xbfloat16.mlir,1285,2048,8192,1,,"aten::mm '[[1285, 8192], [8192, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[8192, 1], [1, 8192]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d7ff0a7e7059ec0cebffd1488a48dd840778c6f2_4112x2048xbfloat16_2048x2048xbfloat16.mlir,4112,2048,2048,1,,"aten::mm '[[4112, 2048], [2048, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_d8c9e69d94b76efbb432d96469f048317ab97a5b_150000x2268xbfloat16_2268x4096xbfloat16.mlir,150000,4096,2268,1,,"aten::mm '[[150000, 2268], [2268, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2268, 1], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_db130b65ff3f306690ec221ac913642c0e7b9ca0_4096x4096xbfloat16_4096x2048xbfloat16.mlir,4096,2048,4096,1,,"aten::mm '[[4096, 4096], [4096, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 4096], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e1f9b1955e6906b667dd6a9a969ce8e74adb74c3_6400x3840xbfloat16_6400x3840xbfloat16.mlir,3840,3840,6400,1,,"aten::mm '[[3840, 6400], [6400, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e43855a82ee07f5c1710d7b2bb598ba268764a7f_16640x3840xbfloat16_3840x3840xbfloat16.mlir,16640,3840,3840,1,,"aten::mm '[[16640, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e63209797e8db9a4df3e077b97501401681b3d1e_4096x4096xbfloat16_4096x2048xbfloat16.mlir,4096,2048,4096,1,,"aten::mm '[[4096, 4096], [4096, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[4096, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_e8f1068a4ee6281d9610625aebabb955637d01b8_21760x3840xbfloat16_3840x3840xbfloat16.mlir,21760,3840,3840,1,,"aten::mm '[[21760, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ebae1e445e99392fa9ef99d6f4fd751b484083a2_6400x3840xbfloat16_3840x3840xbfloat16.mlir,6400,3840,3840,1,,"aten::mm '[[6400, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ebc3c2fe3d370c209036fbd34353270d8e8510c1_4352x3840xbfloat16_3840x3840xbfloat16.mlir,4352,3840,3840,1,,"aten::mm '[[4352, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_efa472d25b7cd992fe302ba5834b9cdcbd2e5060_1285x2048xbfloat16_1285x3840xbfloat16.mlir,2048,3840,1285,1,,"aten::mm '[[2048, 1285], [1285, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f3f619a58d312ad39798112b0311e3323090b412_150000x16384xbfloat16_150000x4096xbfloat16.mlir,16384,4096,150000,1,,"aten::mm '[[16384, 150000], [150000, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 16384], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f429b129b0ad27c97f28d6ec71d9288d16d0f09c_21760x3840xbfloat16_21760x3840xbfloat16.mlir,3840,3840,21760,1,,"aten::mm '[[3840, 21760], [21760, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f7ac7853dda987b6312b2688b49974f8728f2f7c_21760x3840xbfloat16_3840x3840xbfloat16.mlir,21760,3840,3840,1,,"aten::mm '[[21760, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f85c8ca0e27c7a9a31285c52de836f6327aba35f_150000x1024xbfloat16_1024x4096xbfloat16.mlir,150000,4096,1024,1,,"aten::mm '[[150000, 1024], [1024, 4096]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1024, 1], [4096, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f94c88102ea78a3b12c84ff53705c87251646136_2304x3840xbfloat16_3840x3840xbfloat16.mlir,2304,3840,3840,1,,"aten::mm '[[2304, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_f95b35db09b9a9e8f4ea008692436b7f911edd41_4112x2048xbfloat16_2048x2048xbfloat16.mlir,4112,2048,2048,1,,"aten::mm '[[4112, 2048], [2048, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_fd17ce07f719d3a8a5874a3ee64716376a7968a4_1285x3840xbfloat16_2048x3840xbfloat16.mlir,1285,2048,3840,1,,"aten::mm '[[1285, 3840], [3840, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [1, 3840]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_fd7ec37cb7ebe8effd8c59d88b774d82c1e0fb60_4096x2048xbfloat16_4096x2048xbfloat16.mlir,2048,2048,4096,1,,"aten::mm '[[2048, 4096], [4096, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_ffffa33ab21ac50411e1039bf2b4af1d1c48a39e_150000x1134xbfloat16_150000x2048xbfloat16.mlir,1134,2048,150000,1,,"aten::mm '[[1134, 150000], [150000, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1134], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
