filename,M,N,K,batch,tuning_folder_path,proxy_shapes
fused_op_mm_1a6f1657f751029f61922078ba2139da26ea01ad_150000x1024xbfloat16_1024x1024xbfloat16.mlir,150000,1024,1024,1,,"aten::mm '[[150000, 1024], [1024, 1024]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1024, 1], [1024, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_1dd0998cdc15aecc238fde11f5e54fe05fa60de7_18928x128xbfloat16_18928x128xbfloat16.mlir,128,128,18928,1,,"aten::mm '[[128, 18928], [18928, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_1ef0a140fbeffa95e785fbee93412ee3e2083a66_7680x576xbfloat16_576x3840xbfloat16.mlir,7680,3840,576,1,,"aten::mm '[[7680, 576], [576, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_1fafe715adec42b46e3eb5d707d7bd681bf45232_10x576xbfloat16_2304x576xbfloat16.mlir,10,2304,576,1,,"aten::mm '[[10, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_1fc6732caf64a7cd1472f06f927f38bba7bea351_1280x3840xbfloat16_1280x576xbfloat16.mlir,3840,576,1280,1,,"aten::mm '[[3840, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_203ddc644ee494ed928715bee8b1decf58478e22_7680x304xbfloat16_512x304xbfloat16.mlir,7680,512,304,1,,"aten::mm '[[7680, 304], [304, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[304, 1], [1, 304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_22c2b02fbc0a773d19cf18ae1e48662e9f126c64_1280x576xbfloat16_1728x576xbfloat16.mlir,1280,1728,576,1,,"aten::mm '[[1280, 576], [576, 1728]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_23fdea0faab2d607c437628bb3e45e8413b1b731_1285x2048xbfloat16_1285x2048xbfloat16.mlir,2048,2048,1285,1,,"aten::mm '[[2048, 1285], [1285, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2622e75a8355ddcc64d65248f23d7ef4b392c3f4_256x3840xbfloat16_3840x3840xbfloat16.mlir,256,3840,3840,1,,"aten::mm '[[256, 3840], [3840, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[3840, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2a5ff69bcc92a4834948ecb430fce119f3a3ce74_18928x128xbfloat16_128x128xbfloat16.mlir,18928,128,128,1,,"aten::mm '[[18928, 128], [128, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2b40e1d10f495e8892161007a3d857949b748ed9_4096x1152xbfloat16_4096x576xbfloat16.mlir,1152,576,4096,1,,"aten::mm '[[1152, 4096], [4096, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1152], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2b7965f27d1235fefcfc3b1634faa5cc1099f6cf_24576x1728xbfloat16_1728x576xbfloat16.mlir,24576,576,1728,1,,"aten::mm '[[24576, 1728], [1728, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1728, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2ea8f39ed302e9b52250e04ad5ab62812a3ab6e9_32x2304xbfloat16_32x576xbfloat16.mlir,2304,576,32,1,,"aten::mm '[[2304, 32], [32, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2f26b73f3ad40ea5e67fb931689f89f8cc2eaf7e_18928x512xbfloat16_18928x128xbfloat16.mlir,512,128,18928,1,,"aten::mm '[[512, 18928], [18928, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_2f5cb894d6607c5cc9bbc35f0dbd589e7efb881c_10x2304xbfloat16_10x576xbfloat16.mlir,2304,576,10,1,,"aten::mm '[[2304, 10], [10, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_31b5e111cb57b28f40970e73fa45d1ae613a2ac5_10x576xbfloat16_10x2304xbfloat16.mlir,576,2304,10,1,,"aten::mm '[[576, 10], [10, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_32d852a128ee2bbc5997605219d7769ca01db2f8_150000x1024xbfloat16_150000x128xbfloat16.mlir,1024,128,150000,1,,"aten::mm '[[1024, 150000], [150000, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_334ac0f6d37585eb819016011650a9537b681dd3_21760x20xbfloat16_20x3840xbfloat16.mlir,21760,3840,20,1,,"aten::mm '[[21760, 20], [20, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[20, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_39fb1592c72bec97058bc9b0e32bd211567da490_7680x304xbfloat16_304x512xbfloat16.mlir,7680,512,304,1,,"aten::mm '[[7680, 304], [304, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[304, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3a0fb901f6a5bbaf525a21ccc6204fda32e00cb0_165x2304xbfloat16_576x2304xbfloat16.mlir,165,576,2304,1,,"aten::mm '[[165, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [1, 2304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3a279fd4cd1b5fc225a0092cbc05b0e342fb89e7_10x2304xbfloat16_576x2304xbfloat16.mlir,10,576,2304,1,,"aten::mm '[[10, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [1, 2304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3ddb4bce77cd7db5615f375aa85bc3683f9eebde_2119936x128xbfloat16_128x128xbfloat16.mlir,2119936,128,128,1,,"aten::mm '[[2119936, 128], [128, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_3f8570c26c7b1ba6c063697818a2e31543248657_10x576xbfloat16_576x2304xbfloat16.mlir,10,2304,576,1,,"aten::mm '[[10, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_418e59ad07657461628ff131a062ad76dde42884_24576x304xbfloat16_512x304xbfloat16.mlir,24576,512,304,1,,"aten::mm '[[24576, 304], [304, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[304, 1], [1, 304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_41dea93faee482880d27d1b40347da40a7ef3c5d_165x2304xbfloat16_2304x576xbfloat16.mlir,165,576,2304,1,,"aten::mm '[[165, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_434de9936211bee83844e8d58d508c2c5e8dad91_7680x576xbfloat16_576x576xbfloat16.mlir,7680,576,576,1,,"aten::mm '[[7680, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_46d345dd3cabfedf0f1897609fb7ec1f06f23225_528x576xbfloat16_528x2304xbfloat16.mlir,576,2304,528,1,,"aten::mm '[[576, 528], [528, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_46f3f729c40443d9c2774bb559e0576ea88f8c75_16x1024xbfloat16_1024x512xbfloat16.mlir,16,512,1024,1,,"aten::mm '[[16, 1024], [1024, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1024, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_499dc189b9f54751e4a0b5e0a2a6c8e4228e5c41_960x2048xbfloat16_256x2048xbfloat16.mlir,960,256,2048,1,,"aten::mm '[[960, 2048], [2048, 256]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_49deeba0f1d3bef1638ce323f37108d3cc71e115_32768x128xbfloat16_32768x512xbfloat16.mlir,128,512,32768,1,,"aten::mm '[[128, 32768], [32768, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_4da40c42a60f8073693bd03200dff3e8793230e6_16800000x128xbfloat16_128x134xbfloat16.mlir,16800000,134,128,1,,"aten::mm '[[16800000, 128], [128, 134]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [134, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_4dc8353f99c825d0383875865760b7d858dba00d_7680x576xbfloat16_1728x576xbfloat16.mlir,7680,1728,576,1,,"aten::mm '[[7680, 576], [576, 1728]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_5162f186214cd313994c3fd4ab6fc791ddb3dfa0_3072x256xbfloat16_3072x2048xbfloat16.mlir,256,2048,3072,1,,"aten::mm '[[256, 3072], [3072, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 256], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_51d6bbda6bbcffd4ca5d43b897baf26c1e3b853b_528x2304xbfloat16_2304x576xbfloat16.mlir,528,576,2304,1,,"aten::mm '[[528, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_57d29a7f5d11cf1ef36d450ee29dbfdb720ef5f0_165x576xbfloat16_165x576xbfloat16.mlir,576,576,165,1,,"aten::mm '[[576, 165], [165, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_58fc0d142774adce4187034045f4469c6a3d0ae3_7680x576xbfloat16_3840x576xbfloat16.mlir,7680,3840,576,1,,"aten::mm '[[7680, 576], [576, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_5bd10678f76842e3ee4f78d7c7f0c8883878f889_3670016x128xbfloat16_128x128xbfloat16.mlir,3670016,128,128,1,,"aten::mm '[[3670016, 128], [128, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_626935bd802e60bdf0770c7b73b3208c47f3ab13_24576x2048xbfloat16_24576x576xbfloat16.mlir,2048,576,24576,1,,"aten::mm '[[2048, 24576], [24576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2048], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_692f4247c752fe4d688a4f1069aa4c845d0a3874_528x576xbfloat16_576x2304xbfloat16.mlir,528,2304,576,1,,"aten::mm '[[528, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6a425bc368930c347a09aad302127147b872fd0b_18928x128xbfloat16_128x512xbfloat16.mlir,18928,512,128,1,,"aten::mm '[[18928, 128], [128, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6bd98a9dd0371d4e88c42c3d602a911b05a51a49_16x1024xbfloat16_16x512xbfloat16.mlir,1024,512,16,1,,"aten::mm '[[1024, 16], [16, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1024], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_6d60ae81c21e05e510e9072ff5b06a70a0e61459_32x2304xbfloat16_2304x576xbfloat16.mlir,32,576,2304,1,,"aten::mm '[[32, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_705a53b07f5f11467df06bc126d635014813a0e8_3072x256xbfloat16_256x2048xbfloat16.mlir,3072,2048,256,1,,"aten::mm '[[3072, 256], [256, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[256, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_706401d89e769174af3201d333a5f92cd02ebd07_528x576xbfloat16_576x576xbfloat16.mlir,528,576,576,1,,"aten::mm '[[528, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_72c64e78427da21ca3ecc5f3006f3455d785214d_24576x512xbfloat16_24576x304xbfloat16.mlir,512,304,24576,1,,"aten::mm '[[512, 24576], [24576, 304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 512], [304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_74feccd6fff6f62f82187490e168d12fabc255a9_32x576xbfloat16_576x576xbfloat16.mlir,32,576,576,1,,"aten::mm '[[32, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_7e2ebc614da303507b969d3b05cbed175ba4b43a_10x576xbfloat16_576x576xbfloat16.mlir,10,576,576,1,,"aten::mm '[[10, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_7e3c677dfc8d0e9ec41a1b759d31bec3988c40eb_165x576xbfloat16_2304x576xbfloat16.mlir,165,2304,576,1,,"aten::mm '[[165, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_7f341226f1e607e75e905569e7fc4f215a9a0136_32768x128xbfloat16_128x128xbfloat16.mlir,32768,128,128,1,,"aten::mm '[[32768, 128], [128, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[128, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_815596f93e67e8e8bdaa1bd20990c050aacfec1e_4096x1152xbfloat16_1152x576xbfloat16.mlir,4096,576,1152,1,,"aten::mm '[[4096, 1152], [1152, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1152, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_824940dd87d08de26566d77aea1d6636dfec0aa0_960x256xbfloat16_256x2048xbfloat16.mlir,960,2048,256,1,,"aten::mm '[[960, 256], [256, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[256, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_8376f86f567a41570cba94404136af5c9eb0ea90_165x576xbfloat16_576x576xbfloat16.mlir,165,576,576,1,,"aten::mm '[[165, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_86c19d001470c7669b40698896ecfca4237898c6_1280x1152xbfloat16_1280x576xbfloat16.mlir,1152,576,1280,1,,"aten::mm '[[1152, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1152], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_870474c932f1b1da51aaac61a7c4b8e60d120310_24576x512xbfloat16_304x512xbfloat16.mlir,24576,304,512,1,,"aten::mm '[[24576, 512], [512, 304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [1, 512]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_87592e1dd38b3c71ddbffbf1b96ff20f6d3a7598_7680x2048xbfloat16_512x2048xbfloat16.mlir,7680,512,2048,1,,"aten::mm '[[7680, 2048], [2048, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [1, 2048]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_8b95b279e0810750ac887032357faf219a0d4e9d_165x576xbfloat16_576x576xbfloat16.mlir,165,576,576,1,,"aten::mm '[[165, 576], [576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_8bb12a641f159592f4397b94fa0a0966a13328f5_32x576xbfloat16_576x2304xbfloat16.mlir,32,2304,576,1,,"aten::mm '[[32, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_920ddc462c3e35485abd0b2864859dd40f992465_24576x1728xbfloat16_24576x576xbfloat16.mlir,1728,576,24576,1,,"aten::mm '[[1728, 24576], [24576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_93eb413c69cd0773c22959f51c733c416b4cbf20_528x2304xbfloat16_528x576xbfloat16.mlir,2304,576,528,1,,"aten::mm '[[2304, 528], [528, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9426a6bb426aab65c4e6389d157331ba3cc8ac75_1285x2048xbfloat16_2048x2048xbfloat16.mlir,1285,2048,2048,1,,"aten::mm '[[1285, 2048], [2048, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2048, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_95358c015e70714804b90cf14af8f97478ea5eb2_24576x576xbfloat16_24576x576xbfloat16.mlir,576,576,24576,1,,"aten::mm '[[576, 24576], [24576, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_95a9428b80ba9b8014e2977adeb19a8d3319b5cc_1280x2304xbfloat16_1280x576xbfloat16.mlir,2304,576,1280,1,,"aten::mm '[[2304, 1280], [1280, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 2304], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_95f201e40dbb32edb7d386d75c905bc459443ac2_3670016x128xbfloat16_3670016x128xbfloat16.mlir,128,128,3670016,1,,"aten::mm '[[128, 3670016], [3670016, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_970e17aca328178c974843e1d3f7ed6028b64ac3_18928x512xbfloat16_512x128xbfloat16.mlir,18928,128,512,1,,"aten::mm '[[18928, 512], [512, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9941b00ac8b91e86850e1fd74c6226d792645ca4_1280x576xbfloat16_576x3840xbfloat16.mlir,1280,3840,576,1,,"aten::mm '[[1280, 576], [576, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9ad46c3940c3ab4764c82dce42ae95607e5bf011_32x2304xbfloat16_576x2304xbfloat16.mlir,32,576,2304,1,,"aten::mm '[[32, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [1, 2304]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9dc2996ad6ccb60fa789d4cd6ca7c8a55b9097e4_7680x1728xbfloat16_1728x576xbfloat16.mlir,7680,576,1728,1,,"aten::mm '[[7680, 1728], [1728, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1728, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9ef7ebeb99390414c1633dff355675a371fca2b5_10x576xbfloat16_10x576xbfloat16.mlir,576,576,10,1,,"aten::mm '[[576, 10], [10, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_9fe04c7580db4acd63f23657518202a912bbf4c5_256x3840xbfloat16_256x3840xbfloat16.mlir,3840,3840,256,1,,"aten::mm '[[3840, 256], [256, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 3840], [3840, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a107c8c56726afcbef91d9e17bfead38892510f3_24576x304xbfloat16_24576x512xbfloat16.mlir,304,512,24576,1,,"aten::mm '[[304, 24576], [24576, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 304], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a113c5878798f60fdf47785c9a30945cc602c744_1280x576xbfloat16_576x2304xbfloat16.mlir,1280,2304,576,1,,"aten::mm '[[1280, 576], [576, 2304]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [2304, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a3b0ca4ab5de610cf749db1fa6b4ae9dc579aefb_2119936x128xbfloat16_2119936x128xbfloat16.mlir,128,128,2119936,1,,"aten::mm '[[128, 2119936], [2119936, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a3b0ea6a0f51b8e4a2860aff1e387a7521bb3fd2_528x1728xbfloat16_528x576xbfloat16.mlir,1728,576,528,1,,"aten::mm '[[1728, 528], [528, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a55123289a70f6abd28f3a20cd8a39c37fbfca31_24576x512xbfloat16_512x2048xbfloat16.mlir,24576,2048,512,1,,"aten::mm '[[24576, 512], [512, 2048]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [2048, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a6140241008dd0ae40ee37896f1df6c035960dde_32768x512xbfloat16_512x128xbfloat16.mlir,32768,128,512,1,,"aten::mm '[[32768, 512], [512, 128]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[512, 1], [128, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a625c4a8af3eca01620d6a88c68c94b82b683bd1_7680x304xbfloat16_7680x512xbfloat16.mlir,304,512,7680,1,,"aten::mm '[[304, 7680], [7680, 512]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 304], [512, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a62f20b2cb76de9d6623b512af9cf05b2f8f3cb3_7680x576xbfloat16_7680x576xbfloat16.mlir,576,576,7680,1,,"aten::mm '[[576, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 576], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a7c1d211956e2405632f945bd39ce48e49a5656b_7680x1728xbfloat16_7680x576xbfloat16.mlir,1728,576,7680,1,,"aten::mm '[[1728, 7680], [7680, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 1728], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a8e5260270684f1c7d279bfb7679430440b17b77_16800000x128xbfloat16_16800000x134xbfloat16.mlir,128,134,16800000,1,,"aten::mm '[[128, 16800000], [16800000, 134]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[1, 128], [134, 1]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a921a7fa1efb81ea848eff07f0e2ea8b081f98f8_1280x576xbfloat16_3840x576xbfloat16.mlir,1280,3840,576,1,,"aten::mm '[[1280, 576], [576, 3840]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[576, 1], [1, 576]]' '['""'""''""'""', '""'""''""'""']'"
fused_op_mm_a94c0dda1def482963ca68769b9ae07acf1f5a2a_1280x2304xbfloat16_2304x576xbfloat16.mlir,1280,576,2304,1,,"aten::mm '[[1280, 2304], [2304, 576]]' '['""'""'c10::BFloat16'""'""', '""'""'c10::BFloat16'""'""']' '[[2304, 1], [576, 1]]' '['""'""''""'""', '""'""''""'""']'"
